,model,scenario,member,tas_2050,od550aer_2050,tas_2100,od550aer_2100,co2_2050,co2_2100,so2_2050,so2_2100,ch4_2050,ch4_2100
55,MPI-ESM1-2-HR,ssp126,r2i1p1f1,0.35657645995433995,-0.00966548776927989,0.2456297272719894,-0.014087512549578504,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
56,MIROC-ES2L,ssp126,r1i1p1f2,0.7850369206985874,-0.017767485991124182,0.5724293748588707,-0.028761051335414387,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
57,HadGEM3-GC31-LL,ssp126,r1i1p1f3,0.768553083875986,-0.02650757871517062,1.3140001488004032,-0.03769172463649688,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
58,UKESM1-0-LL,ssp126,r1i1p1f2,1.109707335258804,-0.023638601150238442,1.4497674297078902,-0.03505845015999047,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
59,UKESM1-0-LL,ssp126,r2i1p1f2,1.5313802596072037,-0.025153861887465573,1.8347207775900642,-0.03721543845780953,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
60,UKESM1-0-LL,ssp126,r3i1p1f2,1.1125619460113967,-0.021306062835327336,1.7452161890432762,-0.035527216358062066,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
61,UKESM1-0-LL,ssp126,r4i1p1f2,1.569083198447231,-0.02641048663104094,1.4083844354698272,-0.03644254959711145,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
62,UKESM1-0-LL,ssp126,r8i1p1f2,1.1004898203041193,-0.02431861035950965,1.3786199815896225,-0.03650376023436733,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
63,MPI-ESM1-2-LR,ssp126,r1i1p1f1,0.44810083555438496,-0.009654183971257738,0.5263934128857954,-0.014067146424474458,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
64,MPI-ESM1-2-LR,ssp126,r2i1p1f1,0.6483466979987043,-0.00965413808943659,0.29280098930598797,-0.014066938687638378,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
65,MPI-ESM1-2-LR,ssp126,r3i1p1f1,0.4579909463560625,-0.00965376727664706,0.25535766518316905,-0.014066686189015618,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
66,CESM2,ssp126,r1i1p1f1,1.0157405236250838,-0.0031762695605436486,1.133518849354573,-0.012534103469920344,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
67,CESM2,ssp126,r2i1p1f1,0.9338331558430468,-0.0034701105475812843,1.135284660996092,-0.008935388623685953,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
68,CESM2-WACCM,ssp126,r1i1p1f1,0.7708534291071487,0.0005610057660996315,1.0534615535570424,-0.006278010428120956,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
69,NorESM2-LM,ssp126,r1i1p1f1,0.3314485538652434,-0.011588063037263951,0.37648648319373024,-0.017218740940896177,1795.7108668143396,1848.8642008547292,-0.06402010118442836,-0.08206571253834465,-0.15399861457246966,-0.24139004474629425
70,CanESM5,ssp119,r1i1p1f1,0.6157342904705274,-0.03490796837954109,0.5859763319569993,-0.038072959125017986,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
71,CanESM5,ssp119,r2i1p1f1,0.4671558184757032,-0.02555881867814848,0.29771895821141925,-0.04158258371189384,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
72,CanESM5,ssp119,r3i1p1f1,0.6364312268927961,-0.033278933086786935,0.2609746463591023,-0.026321770353108703,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
73,CanESM5,ssp119,r4i1p1f1,0.8007413422807872,-0.029731785664697405,0.2819230217120321,-0.040450670099125535,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
74,CanESM5,ssp119,r5i1p1f1,0.6898222705817716,-0.03080546736834687,0.24202241752499276,-0.036692916963418656,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
75,MIROC-ES2L,ssp119,r1i1p1f2,0.7037328450395535,-0.01433359554522326,0.5572552741035111,-0.020001680370896585,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
76,UKESM1-0-LL,ssp119,r1i1p1f2,0.829265326158918,-0.026919240854854712,0.8956020083572866,-0.036471926942587385,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
77,UKESM1-0-LL,ssp119,r2i1p1f2,1.0914241784234946,-0.029909661808700153,1.301069573340385,-0.03458985043236891,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
78,UKESM1-0-LL,ssp119,r3i1p1f2,0.8873754576473516,-0.02516523676670794,0.9484573050881977,-0.03351966057195034,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
79,UKESM1-0-LL,ssp119,r4i1p1f2,1.096958948505744,-0.0258964347684688,0.7609808631459032,-0.034650143241764284,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
80,UKESM1-0-LL,ssp119,r8i1p1f2,0.685920569421512,-0.0305195467688638,0.9442621807402816,-0.03667920396051513,1247.7883463346,905.8677669574826,-0.06942510823908316,-0.08078976562087163,-0.2012745119557886,-0.2574049307975566
81,CanESM5,ssp245,r10i1p1f1,1.1651252351111339,-0.00031748675224724243,2.4014485937280483,-0.04113782898427028,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
82,CanESM5,ssp245,r10i1p2f1,1.4665446832917723,-0.02973773330569765,2.2924899981479143,-0.04081302657364169,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
83,CanESM5,ssp245,r1i1p1f1,1.2140561301135904,-0.015518474597752796,2.6684820836130143,-0.04936891250624413,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
84,CanESM5,ssp245,r1i1p2f1,1.469054389892392,-0.020350696126915674,2.417800446884769,-0.02876587530252231,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
85,CanESM5,ssp245,r2i1p1f1,1.1545227589788283,-0.018999906480093698,2.1746916566423806,-0.042126372040009505,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
86,CanESM5,ssp245,r2i1p2f1,1.3903445118578475,0.017068635891935524,2.6607604460272114,-0.04144660169740012,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
87,CanESM5,ssp245,r3i1p1f1,1.269263794179892,-0.02213821953635442,2.7504376197880447,-0.04014301102359327,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
88,CanESM5,ssp245,r3i1p2f1,1.262940116687787,-0.02513131666031715,2.4401953860378853,-0.04297399486047859,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
89,CanESM5,ssp245,r4i1p1f1,1.0117689782076127,-0.016479361067073678,2.589737134483755,-0.01874452344278031,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
90,CanESM5,ssp245,r4i1p2f1,1.4773628929892197,-0.03146696038426122,2.476712972577218,-0.04081070527226981,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
91,CanESM5,ssp245,r5i1p1f1,1.4282633824451523,-0.023898055266975415,2.444672168996135,-0.025093425536921385,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
92,CanESM5,ssp245,r5i1p2f1,1.270753938505834,-0.013353379262966286,2.187257070699843,-0.022968533057031115,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
93,CanESM5,ssp245,r6i1p1f1,1.196815185999526,-0.010090007863592987,2.508903719781131,-0.032609040019092206,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
94,CanESM5,ssp245,r6i1p2f1,1.6091381457083571,-0.029776433115363293,2.432290862690138,-0.023218577307328125,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
95,CanESM5,ssp245,r7i1p1f1,1.4366254174606183,-0.01968068446053639,2.472912933610985,-0.04135325398993614,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
96,CanESM5,ssp245,r7i1p2f1,1.412325736031221,-0.03419171601381431,2.4274453241310425,-0.02922788551356016,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
97,CanESM5,ssp245,r8i1p1f1,1.3630560017299445,-0.015504873260979685,2.417090701024051,-0.037702008964596745,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
98,CanESM5,ssp245,r8i1p2f1,1.173149801620582,-0.027402424015079155,2.3886291452893147,-0.026076051172659917,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
99,CanESM5,ssp245,r9i1p1f1,1.4040423687224006,-0.010584511330782559,2.5485954709140515,-0.03887362769469324,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
100,CanESM5,ssp245,r9i1p2f1,1.1947372627761865,0.02478846252982067,2.386158752901906,-0.008007456333720436,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
101,ACCESS-ESM1-5,ssp245,r1i1p1f1,1.1520856720533743,-0.0064472665863521544,1.9575842926110454,-0.008535818033480358,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
102,ACCESS-ESM1-5,ssp245,r2i1p1f1,0.9122792717444668,-0.003990342342174796,2.074096540159303,-0.01040144571524547,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
103,ACCESS-ESM1-5,ssp245,r3i1p1f1,1.1721946277872348,-0.0037440250414400023,2.126920549927945,-0.010451532370872804,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
104,ACCESS-CM2,ssp245,r1i1p1f1,1.1870146714118732,-0.012222343438421546,2.4894873890472127,-0.027588737346283282,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
105,MPI-ESM1-2-HR,ssp245,r1i1p1f1,0.7358193880683643,-0.0018714225261416417,1.3520100066812688,-0.008149605932613754,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
106,MIROC-ES2L,ssp245,r1i1p1f2,0.7891459848797808,-0.0100657155431461,1.5890748784527773,-0.019235708196389367,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
107,HadGEM3-GC31-LL,ssp245,r1i1p1f3,1.2627398143415576,-0.014397490576326527,2.651429973745678,-0.024341423747029634,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
108,UKESM1-0-LL,ssp245,r1i1p1f2,1.484191321957212,-0.010408584945444749,3.016156140804924,-0.023687907539348393,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
109,UKESM1-0-LL,ssp245,r2i1p1f2,1.6429918710523452,-0.011229224843089872,3.165845140212525,-0.02166945006329736,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
110,UKESM1-0-LL,ssp245,r3i1p1f2,1.4610066456905884,-0.00980254165647268,2.945180289465611,-0.020456881119247775,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
111,UKESM1-0-LL,ssp245,r4i1p1f2,1.8537462169246055,-0.011124881981977239,3.1972780685936186,-0.022486456823746268,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
112,UKESM1-0-LL,ssp245,r8i1p1f2,1.580826533302229,-0.01210330105465486,2.8777105147611906,-0.022407721037093126,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
113,CESM2,ssp245,r1i1p1f1,1.1194617821296902,0.00037147969559456206,2.303586347800092,0.00012130420660280694,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
114,CESM2-WACCM,ssp245,r1i1p1f1,1.1183287284686685,0.0005200506854524944,2.252389353315664,0.006330426277027096,2314.385252538671,3932.7170460213756,-0.03599660851725529,-0.05977503868846225,-0.03467317055527895,-0.09284480205233615
